,公司代码_CompanyCode,证券代码_R_SecuCode,指数代码_IdxCd,指数全称_IdxFNm,证券市场_SecuMkt,上市日期_LsDt,上市状态_LstState,指数类别_IdxCtgy,行业类别_IndType,指数简介_IdxIntr
591,51711,84_998321,998321,天相行业II-建筑业,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
592,51712,84_998322,998322,天相行业II-电气设备,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
593,51713,84_998323,998323,天相行业II-贸易,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
594,51745,84_998324,998324,天相行业I-信息技术,84,2003-02-17,1,54,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
595,51714,84_998325,998325,天相行业II-软件及服务,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
596,51715,84_998326,998326,天相行业II-计算机硬件,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
597,51716,84_998327,998327,天相行业II-元器件,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
598,51717,84_998328,998328,天相行业II-通信,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
599,51739,84_998330,998330,天相行业I-能源,84,2003-02-17,1,54,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
600,51718,84_998331,998331,天相行业II-石油,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
601,51719,84_998332,998332,天相行业II-煤炭,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
602,51720,84_998334,998334,天相行业II-交通仓储,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
603,51746,84_998335,998335,天相行业I-交通运输,84,2003-02-17,1,54,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
604,51721,84_998336,998336,天相行业II-航运业,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
605,51722,84_998337,998337,天相行业II-民航业,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
606,51723,84_998338,998338,天相行业II-公路,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
607,51724,84_998339,998339,天相行业II-铁路运输,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
608,51740,84_998340,998340,天相行业I-公用事业,84,2003-02-17,1,54,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
609,51725,84_998341,998341,天相行业II-电力,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
610,51726,84_998342,998342,天相行业II-供水供气,84,2003-02-17,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
611,57104,84_998343,998343,天相行业II-信托,84,1999-12-30,1,55,,"                   天相行业指数编制说明 
一、 基本情况 指数名称 	指数代码 	基期 	基值 	加权方式 
商业 	998301 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
汽车及配件 	998302 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
家电 	998303 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
纺织服装 	998304 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
酒店旅游 	998305 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
传媒 	998306 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
食品 	998307 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
农业 	998308 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
日用品 	998309 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
消费品及服务 	998310 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
原材料 	998311 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
化工 	998312 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
石化 	998313 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
钢铁 	998314 	1999-12-30 	1366.58 	自由流通量分级靠档加权 
有色 	998315 	1999-12-30 	1366.58 	自由流通量分级靠档加权 "
